1 Q0 34852269115580416	1 0.9518675 myRun
8 Q0 33894304590077952	5797 0.25312766 myRun
8 Q0 33892651149299713	5798 0.25306237 myRun
8 Q0 34875006999601152	5799 0.25300342 myRun
8 Q0 35076120873279488	5800 0.25300342 myRun
8 Q0 35075806757658624	5801 0.25300342 myRun
8 Q0 29121000419360769	5802 0.25272685 myRun
8 Q0 34840070246633472	5803 0.2525298 myRun
8 Q0 30300770037399552	5804 0.25252855 myRun
8 Q0 35104650524889088	5805 0.25245827 myRun
8 Q0 32166585057677312	5806 0.25245607 myRun
8 Q0 33502424622702592	5807 0.2523452 myRun
8 Q0 34605117567139842	5808 0.25231096 myRun
8 Q0 31732666076233728	5809 0.25223693 myRun
8 Q0 34661093162881025	5810 0.2520145 myRun
8 Q0 29314312799526912	5811 0.2520026 myRun
8 Q0 34996083612450816	5812 0.2520026 myRun
8 Q0 30218019980447744	5813 0.25189912 myRun
8 Q0 35014631546163200	5814 0.25186852 myRun
8 Q0 34002285335945217	5815 0.25186098 myRun
8 Q0 32954702568103936	5816 0.25165123 myRun
8 Q0 35032778844147713	5817 0.25150067 myRun
8 Q0 34946379373608960	5818 0.25120953 myRun
8 Q0 32493522292580352	5819 0.2509865 myRun
8 Q0 32439513519230976	5820 0.25094783 myRun
8 Q0 29971370016243713	5821 0.25089708 myRun
8 Q0 33317258596069376	5822 0.25084698 myRun
8 Q0 34527679499735040	5823 0.25059074 myRun
8 Q0 30102388744388608	5824 0.25042245 myRun
8 Q0 34324982582480896	5825 0.25022316 myRun
8 Q0 34934565327867904	5826 0.2501029 myRun
8 Q0 33616287452106752	5827 0.24983288 myRun
8 Q0 30929994532261888	5828 0.24982157 myRun
8 Q0 29994788166049792	5829 0.24980009 myRun
8 Q0 35082889662038016	5830 0.24977213 myRun
8 Q0 32171624308408320	5831 0.24977113 myRun
8 Q0 32411325736947713	5832 0.24975714 myRun
8 Q0 29903758779490304	5833 0.24975692 myRun
8 Q0 29618827050360833	5834 0.24962032 myRun
8 Q0 33860929317904384	5835 0.24947497 myRun
8 Q0 31469563262533632	5836 0.24946913 myRun
8 Q0 31532079892140032	5837 0.2493421 myRun
8 Q0 30016488928706560	5838 0.2493237 myRun
8 Q0 32881999685361664	5839 0.24928997 myRun
8 Q0 34234422605647873	5840 0.2491028 myRun
8 Q0 32843953908752385	5841 0.24904907 myRun
8 Q0 29977213180846080	5842 0.24898161 myRun
8 Q0 32837189284925441	5843 0.24884565 myRun
8 Q0 31654527933358080	5844 0.24874702 myRun
8 Q0 30317149515939841	5845 0.24868633 myRun
8 Q0 33409326014009344	5846 0.24856469 myRun
8 Q0 34951399884197888	5847 0.24850458 myRun
8 Q0 30255717105532930	5848 0.24838518 myRun
8 Q0 34968207592792065	5849 0.2483354 myRun
8 Q0 31228933307371520	5850 0.24831508 myRun
8 Q0 34757413072539648	5851 0.24828474 myRun
8 Q0 34421730017550336	5852 0.24824178 myRun
8 Q0 29433976355557376	5853 0.2481386 myRun
8 Q0 33580107465629696	5854 0.24813399 myRun
8 Q0 33398840333697024	5855 0.24801019 myRun
8 Q0 34982810779385858	5856 0.24785045 myRun
8 Q0 32155322823081984	5857 0.24778011 myRun
8 Q0 34934940659359744	5858 0.24770945 myRun
8 Q0 35076422099804160	5859 0.24763447 myRun
8 Q0 32177918117421056	5860 0.2475619 myRun
8 Q0 34584423353556992	5861 0.24750383 myRun
8 Q0 35047415476125697	5862 0.24738312 myRun
8 Q0 30045385674203136	5863 0.24733433 myRun
8 Q0 31444324294066176	5864 0.24709047 myRun
8 Q0 31925392705069056	5865 0.24708539 myRun
8 Q0 33283564833349632	5866 0.24698183 myRun
8 Q0 32664557369434112	5867 0.24666345 myRun
8 Q0 35036344241627136	5868 0.24651556 myRun
8 Q0 29902284779425793	5869 0.24642065 myRun
8 Q0 35007669395931136	5870 0.24629787 myRun
8 Q0 35030532165210112	5871 0.24623597 myRun
8 Q0 33500448195350528	5872 0.24617584 myRun
8 Q0 34962406845186048	5873 0.24610299 myRun
8 Q0 32258787817558016	5874 0.24607688 myRun
8 Q0 32449627621957633	5875 0.24604625 myRun
8 Q0 33463366454353920	5876 0.2459848 myRun
8 Q0 29891312585019392	5877 0.24597704 myRun
8 Q0 33531789507035137	5878 0.24593996 myRun
8 Q0 32850886778691584	5879 0.24593598 myRun
8 Q0 32671165474410496	5880 0.24575663 myRun
8 Q0 29989915643088896	5881 0.24570015 myRun
8 Q0 34755352532623360	5882 0.2454592 myRun
8 Q0 33437603613122560	5883 0.24531041 myRun
8 Q0 32329368692858880	5884 0.24522766 myRun
8 Q0 31141107135938560	5885 0.24521525 myRun
8 Q0 32755851949244416	5886 0.24519323 myRun
8 Q0 32810810388516865	5887 0.24513452 myRun
8 Q0 30063291984252929	5888 0.245116 myRun
8 Q0 33581193475661824	5889 0.24508624 myRun
8 Q0 30016851715031040	5890 0.24487863 myRun
8 Q0 34526335430819840	5891 0.24487779 myRun
8 Q0 32655529167822848	5892 0.24477084 myRun
8 Q0 30146601532002304	5893 0.2446726 myRun
8 Q0 32836050279735296	5894 0.24465804 myRun
8 Q0 32828287554162688	5895 0.24459475 myRun
8 Q0 34505992267894784	5896 0.24446242 myRun
8 Q0 34942612913786880	5897 0.24434032 myRun
8 Q0 29272498356883456	5898 0.24428573 myRun
8 Q0 32792862756179968	5899 0.24414614 myRun
8 Q0 34654155721150464	5900 0.24408579 myRun
8 Q0 35087403173548032	5901 0.24406514 myRun
8 Q0 33995136060882945	5902 0.24401277 myRun
8 Q0 34199049766838272	5903 0.24358642 myRun
8 Q0 29331550608818176	5904 0.24339604 myRun
8 Q0 32074752742924289	5905 0.24335289 myRun
8 Q0 32687420684107776	5906 0.24331394 myRun
8 Q0 32850446678761473	5907 0.2431171 myRun
8 Q0 34437420585844736	5908 0.24300608 myRun
8 Q0 33499221260763136	5909 0.2430019 myRun
8 Q0 31684995005284352	5910 0.24275947 myRun
8 Q0 29046415917322240	5911 0.24271569 myRun
8 Q0 31467140284420098	5912 0.24258117 myRun
8 Q0 33566449981194241	5913 0.2425594 myRun
8 Q0 32082861922197504	5914 0.24244604 myRun
8 Q0 33549421270540288	5915 0.24234891 myRun
8 Q0 32595922424700928	5916 0.2419506 myRun
8 Q0 32838858399813632	5917 0.24167663 myRun
8 Q0 34952018120409088	5918 0.24161157 myRun
8 Q0 35052433449164800	5919 0.24161157 myRun
8 Q0 33561949958705152	5920 0.2412171 myRun
8 Q0 31270553193021440	5921 0.24120891 myRun
8 Q0 31891876172791809	5922 0.24118492 myRun
8 Q0 29799355368087553	5923 0.24114081 myRun
8 Q0 32600015700500480	5924 0.24109352 myRun
8 Q0 32619635622809601	5925 0.24096215 myRun
8 Q0 34202965027856384	5926 0.24095857 myRun
8 Q0 34785943445700608	5927 0.24091661 myRun
8 Q0 30050959887433728	5928 0.24088967 myRun
8 Q0 34934211093733377	5929 0.24082053 myRun
8 Q0 34251533713416192	5930 0.24066573 myRun
8 Q0 34558700823908352	5931 0.24063364 myRun
8 Q0 34820173181485057	5932 0.24053317 myRun
8 Q0 32766512884359168	5933 0.24053176 myRun
8 Q0 31009657224962048	5934 0.24043909 myRun
8 Q0 30657495219306497	5935 0.24043329 myRun
8 Q0 29949477427089408	5936 0.24026275 myRun
8 Q0 35046568549679104	5937 0.24019623 myRun
8 Q0 32837376258613248	5938 0.23982862 myRun
8 Q0 34729351735939072	5939 0.23979357 myRun
8 Q0 33531921837473792	5940 0.23977989 myRun
8 Q0 30959589746810881	5941 0.23976687 myRun
8 Q0 32660209772011521	5942 0.23961222 myRun
8 Q0 33238798527770624	5943 0.23958203 myRun
8 Q0 33603049184305152	5944 0.23918313 myRun
8 Q0 33491570204348418	5945 0.2391373 myRun
8 Q0 34257346876145664	5946 0.23897606 myRun
8 Q0 34618974960357376	5947 0.23865458 myRun
8 Q0 31866979291766784	5948 0.23863864 myRun
8 Q0 28984933263343616	5949 0.23843208 myRun
8 Q0 35032973661179904	5950 0.23829201 myRun
8 Q0 30335577572249600	5951 0.23809221 myRun
8 Q0 30052152558747649	5952 0.2380423 myRun
8 Q0 29629478258872320	5953 0.2380423 myRun
8 Q0 34918966904229889	5954 0.23800197 myRun
8 Q0 35026001251540992	5955 0.23775999 myRun
8 Q0 31385399448309760	5956 0.23774251 myRun
8 Q0 30317913206431744	5957 0.2377073 myRun
8 Q0 34625037524795392	5958 0.23758754 myRun
8 Q0 34948900909486081	5959 0.23749736 myRun
8 Q0 33674392261099520	5960 0.23726542 myRun
8 Q0 34839892563333120	5961 0.2371375 myRun
8 Q0 34408245066080256	5962 0.23689693 myRun
8 Q0 33541473307729921	5963 0.23681782 myRun
8 Q0 34365095869943808	5964 0.23655893 myRun
8 Q0 34340956815757312	5965 0.23644848 myRun
8 Q0 30328515912007680	5966 0.2362787 myRun
8 Q0 33837478582566912	5967 0.2362674 myRun
8 Q0 34893401446940672	5968 0.2361962 myRun
8 Q0 32198685831987200	5969 0.23612309 myRun
8 Q0 35046901556449280	5970 0.23602264 myRun
8 Q0 29406074167631872	5971 0.23596767 myRun
8 Q0 32963396932476928	5972 0.23594049 myRun
8 Q0 35071025674723328	5973 0.23593107 myRun
8 Q0 31787975176097792	5974 0.23581636 myRun
8 Q0 34948877027123200	5975 0.23540223 myRun
8 Q0 29622507325624320	5976 0.23533091 myRun
8 Q0 31465631001878528	5977 0.23524821 myRun
8 Q0 32828911108755457	5978 0.23523942 myRun
8 Q0 32951908909973504	5979 0.23521031 myRun
8 Q0 32039222638546945	5980 0.2348867 myRun
8 Q0 32979186733813761	5981 0.23482475 myRun
8 Q0 31412503997059073	5982 0.23480728 myRun
8 Q0 29074706476834817	5983 0.23461074 myRun
8 Q0 31786675235459072	5984 0.23459592 myRun
8 Q0 32053415311835137	5985 0.23457862 myRun
8 Q0 34847696636346368	5986 0.23453924 myRun
8 Q0 34472775246675968	5987 0.23447493 myRun
8 Q0 32155753280176128	5988 0.23438428 myRun
8 Q0 33473503609102336	5989 0.23434925 myRun
8 Q0 34903427330871296	5990 0.23419239 myRun
8 Q0 34772581529681920	5991 0.23419239 myRun
8 Q0 33548324384542720	5992 0.23393941 myRun
8 Q0 33170610293047297	5993 0.23393294 myRun
8 Q0 32496595408785408	5994 0.23389082 myRun
8 Q0 33570433173430272	5995 0.23377123 myRun
8 Q0 33567536540958720	5996 0.23377119 myRun
8 Q0 33566464724303872	5997 0.23365027 myRun
8 Q0 35079696819421184	5998 0.23364124 myRun
8 Q0 35062023783972864	5999 0.23363775 myRun
8 Q0 32916445591502850	6000 0.2336323 myRun
8 Q0 34955516539047937	6001 0.2336323 myRun
8 Q0 34992536938496000	6002 0.2336323 myRun
8 Q0 34985770494201856	6003 0.2336323 myRun
8 Q0 32656432985800704	6004 0.2335204 myRun
8 Q0 34804684216733696	6005 0.23352003 myRun
8 Q0 34279054236450816	6006 0.23343904 myRun
8 Q0 33322644631715840	6007 0.23321247 myRun
8 Q0 32826098681122816	6008 0.23309289 myRun
8 Q0 33578229331664897	6009 0.23305112 myRun
8 Q0 29996023250157568	6010 0.23304607 myRun
8 Q0 32851178396057600	6011 0.23284805 myRun
8 Q0 29036816577335297	6012 0.23282103 myRun
8 Q0 34787633347428352	6013 0.23280668 myRun
8 Q0 32062239288598528	6014 0.23246807 myRun
8 Q0 35032730169249792	6015 0.23245664 myRun
8 Q0 33607538444341248	6016 0.23239607 myRun
8 Q0 30124250933231617	6017 0.23236352 myRun
8 Q0 34980286156505090	6018 0.23230016 myRun
8 Q0 32640215071850496	6019 0.23217008 myRun
8 Q0 35047907363127296	6020 0.23207173 myRun
8 Q0 32350953285877760	6021 0.23168592 myRun
8 Q0 34944855654277120	6022 0.23161192 myRun
8 Q0 34859144401911808	6023 0.23122922 myRun
8 Q0 34618061151543296	6024 0.23110688 myRun
8 Q0 32760978386976768	6025 0.23078533 myRun
8 Q0 34910737528930304	6026 0.23078343 myRun
8 Q0 33565487396818945	6027 0.23074466 myRun
8 Q0 29886964467507201	6028 0.23053733 myRun
8 Q0 34283448172544000	6029 0.230345 myRun
8 Q0 33530438114877440	6030 0.23028529 myRun
8 Q0 32826868948275202	6031 0.23025057 myRun
8 Q0 31174978653130753	6032 0.2302309 myRun
8 Q0 29186816762449920	6033 0.23006326 myRun
8 Q0 34949851661729792	6034 0.22991544 myRun
8 Q0 32818874047012865	6035 0.2295832 myRun
8 Q0 32806515094061057	6036 0.2295797 myRun
8 Q0 34974736786259968	6037 0.22952875 myRun
8 Q0 29195475794006016	6038 0.22919309 myRun
8 Q0 35045326830305280	6039 0.22919309 myRun
8 Q0 35044452112269312	6040 0.22919309 myRun
8 Q0 35044106929446912	6041 0.22919309 myRun
8 Q0 35036504602451968	6042 0.22919309 myRun
8 Q0 35034485573558272	6043 0.22919309 myRun
8 Q0 35032596983324672	6044 0.22919309 myRun
8 Q0 35032141439959040	6045 0.22919309 myRun
8 Q0 35017220752936960	6046 0.22919309 myRun
8 Q0 35010355893772288	6047 0.22919309 myRun
8 Q0 34999871354179584	6048 0.22919309 myRun
8 Q0 34978491946631168	6049 0.22919309 myRun
8 Q0 34946810569031682	6050 0.22915506 myRun
8 Q0 34741646188871680	6051 0.22912148 myRun
8 Q0 32236396924116996	6052 0.22906025 myRun
8 Q0 34801093854773248	6053 0.22879049 myRun
8 Q0 31330023239585792	6054 0.22863138 myRun
8 Q0 34942316573626368	6055 0.22854584 myRun
8 Q0 28973908795326465	6056 0.22854343 myRun
8 Q0 34518418895933440	6057 0.2285153 myRun
8 Q0 32224450204139521	6058 0.22849467 myRun
8 Q0 34394782692278272	6059 0.22848335 myRun
8 Q0 29958753696612352	6060 0.22845285 myRun
8 Q0 34464965242916864	6061 0.22841336 myRun
8 Q0 33849293865627648	6062 0.22838794 myRun
8 Q0 29699710268739584	6063 0.22837198 myRun
8 Q0 32800930021769216	6064 0.22837198 myRun
8 Q0 33144198366494720	6065 0.22819552 myRun
8 Q0 33133147570839552	6066 0.22819552 myRun
8 Q0 32338481829117952	6067 0.22819552 myRun
8 Q0 32266112804585473	6068 0.22819552 myRun
8 Q0 32139529083158529	6069 0.22819552 myRun
8 Q0 32086146997555201	6070 0.22819552 myRun
8 Q0 32072628525080576	6071 0.22819552 myRun
8 Q0 31488226300526592	6072 0.22819552 myRun
8 Q0 31472321323601920	6073 0.22819552 myRun
8 Q0 31447256825602049	6074 0.22819552 myRun
8 Q0 31026158963265536	6075 0.22819552 myRun
8 Q0 30807032063856640	6076 0.22819552 myRun
8 Q0 30625784481714178	6077 0.22819552 myRun
8 Q0 30020288062160898	6078 0.22819552 myRun
8 Q0 29989244680282112	6079 0.22819552 myRun
8 Q0 29255779814998017	6080 0.22819552 myRun
8 Q0 34667999759699968	6081 0.22819552 myRun
8 Q0 34664628743045121	6082 0.22819552 myRun
8 Q0 32969906148347904	6083 0.22819546 myRun
8 Q0 32390056433950721	6084 0.22819546 myRun
8 Q0 34664722175365122	6085 0.22819546 myRun
8 Q0 34664574460370944	6086 0.22819546 myRun
8 Q0 34651644364996608	6087 0.22819546 myRun
8 Q0 34648719064309760	6088 0.22819546 myRun
8 Q0 34642402027241472	6089 0.22819546 myRun
8 Q0 30215238225760256	6090 0.22813752 myRun
8 Q0 30469609584852992	6091 0.22778419 myRun
8 Q0 35050396552531968	6092 0.22767618 myRun
8 Q0 32911161229840384	6093 0.22753929 myRun
8 Q0 32491395239383040	6094 0.22753929 myRun
8 Q0 31799739175403520	6095 0.22753929 myRun
8 Q0 31381469460955136	6096 0.22753929 myRun
8 Q0 30895034865811456	6097 0.22753929 myRun
8 Q0 30626461433995265	6098 0.22753929 myRun
8 Q0 29158813110116352	6099 0.2274006 myRun
8 Q0 33705322115768320	6100 0.22735038 myRun
8 Q0 29971808702701568	6101 0.22727093 myRun
8 Q0 33565033833172992	6102 0.22725362 myRun
8 Q0 31486416521273344	6103 0.22723491 myRun
8 Q0 33348275302039552	6104 0.22721913 myRun
8 Q0 30242865485447168	6105 0.22715063 myRun
8 Q0 32487137609781248	6106 0.2269921 myRun
8 Q0 30923924376125441	6107 0.22689769 myRun
8 Q0 33544180076650496	6108 0.2268284 myRun
8 Q0 34261467716911104	6109 0.22675121 myRun
8 Q0 34779496422834176	6110 0.22666763 myRun
8 Q0 35045727885475840	6111 0.22642079 myRun
8 Q0 34987309598392320	6112 0.22638282 myRun
8 Q0 33577717219725312	6113 0.22598971 myRun
8 Q0 34936400340058112	6114 0.2258932 myRun
8 Q0 30762036157747200	6115 0.22583714 myRun
8 Q0 35085935968264192	6116 0.22565278 myRun
8 Q0 34414898200969216	6117 0.2254137 myRun
8 Q0 34408541452247041	6118 0.2254137 myRun
8 Q0 34950390466215936	6119 0.22538456 myRun
8 Q0 32825635449602048	6120 0.22531381 myRun
8 Q0 31372310233481217	6121 0.22527929 myRun
8 Q0 30220177438146560	6122 0.22498399 myRun
8 Q0 34490469387866112	6123 0.22497773 myRun
8 Q0 31906628714364929	6124 0.22484557 myRun
8 Q0 34722442345709568	6125 0.22479701 myRun
8 Q0 32885021106774018	6126 0.22422454 myRun
8 Q0 34744514694356992	6127 0.22419131 myRun
8 Q0 29939220936134656	6128 0.22412673 myRun
8 Q0 33169518654132225	6129 0.22397557 myRun
8 Q0 32477693572292609	6130 0.22372478 myRun
8 Q0 34940813830004737	6131 0.2235725 myRun
8 Q0 34872826422890496	6132 0.22330925 myRun
8 Q0 30179985666875392	6133 0.22312883 myRun
8 Q0 31745347478880256	6134 0.22305432 myRun
8 Q0 32005286583599104	6135 0.22298667 myRun
8 Q0 29575984319565825	6136 0.22294942 myRun
8 Q0 35013147576246272	6137 0.22290307 myRun
8 Q0 31837953055522816	6138 0.22285059 myRun
8 Q0 35019621924872193	6139 0.22248577 myRun
8 Q0 32935292742664192	6140 0.22229414 myRun
8 Q0 32586925848137729	6141 0.2222799 myRun
8 Q0 35075564108783616	6142 0.22223529 myRun
8 Q0 31468670274248704	6143 0.2221416 myRun
8 Q0 29185022707638274	6144 0.22209308 myRun
8 Q0 29993689119989760	6145 0.22197676 myRun
8 Q0 31633455775227904	6146 0.22186354 myRun
8 Q0 34982794224472065	6147 0.22178139 myRun
8 Q0 29011918731612160	6148 0.22177291 myRun
8 Q0 32189394802704384	6149 0.22175705 myRun
8 Q0 32799105763770369	6150 0.22163942 myRun
8 Q0 34736638353477632	6151 0.2215815 myRun
8 Q0 34884310024728576	6152 0.22153744 myRun
8 Q0 34991777131790336	6153 0.22148566 myRun
8 Q0 34936643970400256	6154 0.22138421 myRun
8 Q0 32829208552022017	6155 0.2213784 myRun
8 Q0 30253056071303168	6156 0.22129445 myRun
8 Q0 34591449081188352	6157 0.2212772 myRun
8 Q0 30269207937548288	6158 0.22124748 myRun
8 Q0 34439364582838272	6159 0.22122459 myRun
8 Q0 31379671060840448	6160 0.22119558 myRun
8 Q0 33427048118624256	6161 0.22112697 myRun
8 Q0 30329271255826432	6162 0.22105826 myRun
8 Q0 31749385800916992	6163 0.22103935 myRun
8 Q0 32638359683735552	6164 0.22102013 myRun
8 Q0 28990530557841408	6165 0.22099736 myRun
8 Q0 32787795466522624	6166 0.220667 myRun
8 Q0 30383369640484864	6167 0.22032158 myRun
8 Q0 34896060421767168	6168 0.22004925 myRun
8 Q0 31420395248680960	6169 0.2197904 myRun
8 Q0 34841615675686912	6170 0.2197206 myRun
8 Q0 31036562699452416	6171 0.21955758 myRun
8 Q0 34627580422258688	6172 0.21941641 myRun
8 Q0 35032985916936193	6173 0.21916437 myRun
8 Q0 35046250508189696	6174 0.21910475 myRun
8 Q0 35006204157628416	6175 0.21882614 myRun
8 Q0 32243234205859840	6176 0.21875404 myRun
8 Q0 30894072092696577	6177 0.2186425 myRun
8 Q0 32235515382075393	6178 0.2186425 myRun
8 Q0 35044482072182784	6179 0.21853134 myRun
8 Q0 34803043190968320	6180 0.21823117 myRun
8 Q0 34921935850700800	6181 0.21814616 myRun
8 Q0 35010541785190400	6182 0.21808961 myRun
8 Q0 31517208207171584	6183 0.21803132 myRun
8 Q0 30272368861511680	6184 0.21801618 myRun
8 Q0 34174439646044161	6185 0.21799639 myRun
8 Q0 34930461952184321	6186 0.21791433 myRun
8 Q0 35036150846459904	6187 0.21788853 myRun
8 Q0 35020569858539520	6188 0.21788853 myRun
8 Q0 33566515794018304	6189 0.21761233 myRun
8 Q0 32958412107030528	6190 0.21750613 myRun
8 Q0 32937606241058817	6191 0.21750613 myRun
8 Q0 29689739560878080	6192 0.21744284 myRun
8 Q0 34919894097068032	6193 0.21733403 myRun
8 Q0 32844272768122880	6194 0.21732572 myRun
8 Q0 29410102456885248	6195 0.21696499 myRun
8 Q0 35039823475507201	6196 0.21696499 myRun
8 Q0 32778823921565696	6197 0.21695727 myRun
8 Q0 34432421998886912	6198 0.21691921 myRun
8 Q0 33031896313102336	6199 0.21671575 myRun
8 Q0 34790845806813184	6200 0.21670508 myRun
8 Q0 34949480633729024	6201 0.21641198 myRun
8 Q0 35032623898169344	6202 0.21634558 myRun
8 Q0 34565486494621696	6203 0.21610908 myRun
8 Q0 29815939159564288	6204 0.21591036 myRun
8 Q0 33514407812141057	6205 0.21582994 myRun
8 Q0 32176836280721408	6206 0.2157449 myRun
8 Q0 33548433520332801	6207 0.2154485 myRun
8 Q0 29987837948469248	6208 0.2154232 myRun
8 Q0 29978369051328512	6209 0.21540305 myRun
8 Q0 33987876442087424	6210 0.21538137 myRun
8 Q0 33532499581730816	6211 0.21520776 myRun
8 Q0 31372058491359232	6212 0.21506608 myRun
8 Q0 30935494351134720	6213 0.21503045 myRun
8 Q0 35046305373888513	6214 0.21497092 myRun
8 Q0 29431172714991616	6215 0.21485369 myRun
8 Q0 35032854379368448	6216 0.21484438 myRun
8 Q0 34745674394238976	6217 0.21456848 myRun
8 Q0 32843746991149056	6218 0.21449411 myRun
8 Q0 30419324359417857	6219 0.21431862 myRun
8 Q0 35032564716544000	6220 0.21431454 myRun
8 Q0 30073409887010816	6221 0.21412796 myRun
8 Q0 34632054121439234	6222 0.21405388 myRun
8 Q0 35032758401114112	6223 0.21402696 myRun
8 Q0 34946460357238784	6224 0.21383028 myRun
8 Q0 29694513467367425	6225 0.21347037 myRun
8 Q0 31744449365155840	6226 0.21341234 myRun
8 Q0 30377751324135424	6227 0.21317014 myRun
8 Q0 32838394849533952	6228 0.2131542 myRun
8 Q0 32299263832621057	6229 0.21305622 myRun
8 Q0 29409310492590080	6230 0.21283823 myRun
8 Q0 29899305078759424	6231 0.21279722 myRun
8 Q0 32839647734267904	6232 0.21276984 myRun
8 Q0 29763289642696704	6233 0.2126496 myRun
8 Q0 29196793992454144	6234 0.21252692 myRun
8 Q0 32448435240046592	6235 0.21244812 myRun
8 Q0 32307964723331074	6236 0.21236709 myRun
8 Q0 33578472639176704	6237 0.21209334 myRun
8 Q0 34646483823370240	6238 0.2119303 myRun
8 Q0 31887306759602176	6239 0.21185409 myRun
8 Q0 32829124317810688	6240 0.21177265 myRun
8 Q0 35011197539450880	6241 0.21170132 myRun
8 Q0 34858122434584576	6242 0.21137789 myRun
8 Q0 31725500917354496	6243 0.21133444 myRun
8 Q0 32843907947560960	6244 0.2113316 myRun
8 Q0 34986433487839234	6245 0.21131667 myRun
8 Q0 30341086786355200	6246 0.21126334 myRun
8 Q0 33549719829487616	6247 0.21120964 myRun
8 Q0 34720143506411520	6248 0.2110947 myRun
8 Q0 33504817619931136	6249 0.21097866 myRun
8 Q0 34726782666014720	6250 0.21079408 myRun
8 Q0 35087738554286080	6251 0.21021803 myRun
8 Q0 34977634274254848	6252 0.21020262 myRun
8 Q0 34876361592143872	6253 0.20995606 myRun
8 Q0 31396006645993472	6254 0.20986223 myRun
8 Q0 35032956032659456	6255 0.20973997 myRun
8 Q0 34648491028381696	6256 0.20957977 myRun
8 Q0 32263041005391873	6257 0.20934191 myRun
8 Q0 34741707757207552	6258 0.20922612 myRun
8 Q0 29629635817906176	6259 0.20919871 myRun
8 Q0 32084752831873024	6260 0.20916283 myRun
8 Q0 32084023467573248	6261 0.20916283 myRun
8 Q0 34772137789100032	6262 0.20913935 myRun
8 Q0 35030725841391616	6263 0.20893633 myRun
8 Q0 35048018491215873	6264 0.20893599 myRun
